game_id,away_team,home_team,book,market,side,odds
2017_2017-09-24_ravens_at_jaguars,Ravens,Jaguars,testbook,moneyline,home,-110
2017_2017-09-24_saints_at_panthers,Saints,Panthers,testbook,moneyline,home,-110
2017_2017-09-24_seahawks_at_titans,Seahawks,Titans,testbook,moneyline,home,-110
2017_2017-09-24_steelers_at_bears,Steelers,Bears,testbook,moneyline,home,-110
2017_2017-09-24_texans_at_patriots,Texans,Patriots,testbook,moneyline,home,-110
2017_2017-09-25_cowboys_at_cardinals,Cowboys,Cardinals,testbook,moneyline,home,-110
2017_2017-09-28_bears_at_packers,Bears,Packers,testbook,moneyline,home,-110
2017_2017-10-01_49ers_at_cardinals,49ers,Cardinals,testbook,moneyline,home,-110
2017_2017-10-01_bengals_at_browns,Bengals,Browns,testbook,moneyline,home,-110
2017_2017-10-01_bills_at_falcons,Bills,Falcons,testbook,moneyline,home,-110
2017_2017-10-01_colts_at_seahawks,Colts,Seahawks,testbook,moneyline,home,-110
2017_2017-10-01_eagles_at_chargers,Eagles,Chargers,testbook,moneyline,home,-110
2017_2017-10-01_giants_at_buccaneers,Giants,Buccaneers,testbook,moneyline,home,-110
2017_2017-10-01_jaguars_at_jets,Jaguars,Jets,testbook,moneyline,home,-110
2017_2017-10-01_lions_at_vikings,Lions,Vikings,testbook,moneyline,home,-110
2017_2017-10-01_panthers_at_patriots,Panthers,Patriots,testbook,moneyline,home,-110
2017_2017-10-01_raiders_at_broncos,Raiders,Broncos,testbook,moneyline,home,-110
2017_2017-10-01_rams_at_cowboys,Rams,Cowboys,testbook,moneyline,home,-110
2017_2017-10-01_saints_at_dolphins,Saints,Dolphins,testbook,moneyline,home,-110
2017_2017-10-01_steelers_at_ravens,Steelers,Ravens,testbook,moneyline,home,-110
2017_2017-10-01_titans_at_texans,Titans,Texans,testbook,moneyline,home,-110
2017_2017-10-02_redskins_at_chiefs,,Chiefs,testbook,moneyline,home,-110
2017_2017-10-05_patriots_at_buccaneers,Patriots,Buccaneers,testbook,moneyline,home,-110
2017_2017-10-08_49ers_at_colts,49ers,Colts,testbook,moneyline,home,-110
2017_2017-10-08_bills_at_bengals,Bills,Bengals,testbook,moneyline,home,-110
2017_2017-10-08_cardinals_at_eagles,Cardinals,Eagles,testbook,moneyline,home,-110
2017_2017-10-08_chargers_at_giants,Chargers,Giants,testbook,moneyline,home,-110
2017_2017-10-08_chiefs_at_texans,Chiefs,Texans,testbook,moneyline,home,-110
2017_2017-10-08_jaguars_at_steelers,Jaguars,Steelers,testbook,moneyline,home,-110
2017_2017-10-08_jets_at_browns,Jets,Browns,testbook,moneyline,home,-110
2017_2017-10-08_packers_at_cowboys,Packers,Cowboys,testbook,moneyline,home,-110
2017_2017-10-08_panthers_at_lions,Panthers,Lions,testbook,moneyline,home,-110
2017_2017-10-08_ravens_at_raiders,Ravens,Raiders,testbook,moneyline,home,-110
2017_2017-10-08_seahawks_at_rams,Seahawks,Rams,testbook,moneyline,home,-110
2017_2017-10-08_titans_at_dolphins,Titans,Dolphins,testbook,moneyline,home,-110
2017_2017-10-09_vikings_at_bears,Vikings,Bears,testbook,moneyline,home,-110
2017_2017-10-12_eagles_at_panthers,Eagles,Panthers,testbook,moneyline,home,-110
2017_2017-10-15_49ers_at_redskins,49ers,,testbook,moneyline,home,-110
2017_2017-10-15_bears_at_ravens,Bears,Ravens,testbook,moneyline,home,-110
2017_2017-10-15_browns_at_texans,Browns,Texans,testbook,moneyline,home,-110
2017_2017-10-15_buccaneers_at_cardinals,Buccaneers,Cardinals,testbook,moneyline,home,-110
2017_2017-10-15_chargers_at_raiders,Chargers,Raiders,testbook,moneyline,home,-110
2017_2017-10-15_dolphins_at_falcons,Dolphins,Falcons,testbook,moneyline,home,-110
2017_2017-10-15_giants_at_broncos,Giants,Broncos,testbook,moneyline,home,-110
2017_2017-10-15_lions_at_saints,Lions,Saints,testbook,moneyline,home,-110
2017_2017-10-15_packers_at_vikings,Packers,Vikings,testbook,moneyline,home,-110
2017_2017-10-15_patriots_at_jets,Patriots,Jets,testbook,moneyline,home,-110
2017_2017-10-15_rams_at_jaguars,Rams,Jaguars,testbook,moneyline,home,-110
2017_2017-10-15_steelers_at_chiefs,Steelers,Chiefs,testbook,moneyline,home,-110
2017_2017-10-16_colts_at_titans,Colts,Titans,testbook,moneyline,home,-110
2017_2017-10-19_chiefs_at_raiders,Chiefs,Raiders,testbook,moneyline,home,-110
2017_2017-10-22_bengals_at_steelers,Bengals,Steelers,testbook,moneyline,home,-110
2017_2017-10-22_broncos_at_chargers,Broncos,Chargers,testbook,moneyline,home,-110
2017_2017-10-22_buccaneers_at_bills,Buccaneers,Bills,testbook,moneyline,home,-110
2017_2017-10-22_cardinals_at_rams,Cardinals,Rams,testbook,moneyline,home,-110
2017_2017-10-22_cowboys_at_49ers,Cowboys,49ers,testbook,moneyline,home,-110
2017_2017-10-22_falcons_at_patriots,Falcons,Patriots,testbook,moneyline,home,-110
2017_2017-10-22_jaguars_at_colts,Jaguars,Colts,testbook,moneyline,home,-110
2017_2017-10-22_jets_at_dolphins,Jets,Dolphins,testbook,moneyline,home,-110
2017_2017-10-22_panthers_at_bears,Panthers,Bears,testbook,moneyline,home,-110
2017_2017-10-22_ravens_at_vikings,Ravens,Vikings,testbook,moneyline,home,-110
2017_2017-10-22_saints_at_packers,Saints,Packers,testbook,moneyline,home,-110
2017_2017-10-22_seahawks_at_giants,Seahawks,Giants,testbook,moneyline,home,-110
2017_2017-10-22_titans_at_browns,Titans,Browns,testbook,moneyline,home,-110
2017_2017-10-23_redskins_at_eagles,,Eagles,testbook,moneyline,home,-110
2017_2017-10-26_dolphins_at_ravens,Dolphins,Ravens,testbook,moneyline,home,-110
2017_2017-10-29_49ers_at_eagles,49ers,Eagles,testbook,moneyline,home,-110
2017_2017-10-29_bears_at_saints,Bears,Saints,testbook,moneyline,home,-110
2017_2017-10-29_chargers_at_patriots,Chargers,Patriots,testbook,moneyline,home,-110
2017_2017-10-29_colts_at_bengals,Colts,Bengals,testbook,moneyline,home,-110
2017_2017-10-29_falcons_at_jets,Falcons,Jets,testbook,moneyline,home,-110
2017_2017-10-29_panthers_at_buccaneers,Panthers,Buccaneers,testbook,moneyline,home,-110
2017_2017-10-29_raiders_at_bills,Raiders,Bills,testbook,moneyline,home,-110
2017_2017-10-29_steelers_at_lions,Steelers,Lions,testbook,moneyline,home,-110
2017_2017-10-29_texans_at_seahawks,Texans,Seahawks,testbook,moneyline,home,-110
2017_2017-10-29_vikings_at_browns,Vikings,Browns,testbook,moneyline,home,-110
2017_2017-10-30_broncos_at_chiefs,Broncos,Chiefs,testbook,moneyline,home,-110
2017_2017-11-02_bills_at_jets,Bills,Jets,testbook,moneyline,home,-110
2017_2017-11-05_bengals_at_jaguars,Bengals,Jaguars,testbook,moneyline,home,-110
2017_2017-11-05_broncos_at_eagles,Broncos,Eagles,testbook,moneyline,home,-110
2017_2017-11-05_buccaneers_at_saints,Buccaneers,Saints,testbook,moneyline,home,-110
2017_2017-11-05_cardinals_at_49ers,Cardinals,49ers,testbook,moneyline,home,-110
2017_2017-11-05_chiefs_at_cowboys,Chiefs,Cowboys,testbook,moneyline,home,-110
2017_2017-11-05_colts_at_texans,Colts,Texans,testbook,moneyline,home,-110
2017_2017-11-05_falcons_at_panthers,Falcons,Panthers,testbook,moneyline,home,-110
2017_2017-11-05_raiders_at_dolphins,Raiders,Dolphins,testbook,moneyline,home,-110
2017_2017-11-05_rams_at_giants,Rams,Giants,testbook,moneyline,home,-110
2017_2017-11-05_ravens_at_titans,Ravens,Titans,testbook,moneyline,home,-110
2017_2017-11-05_redskins_at_seahawks,,Seahawks,testbook,moneyline,home,-110
2017_2017-11-06_lions_at_packers,Lions,Packers,testbook,moneyline,home,-110
2017_2017-11-09_seahawks_at_cardinals,Seahawks,Cardinals,testbook,moneyline,home,-110
2017_2017-11-12_bengals_at_titans,Bengals,Titans,testbook,moneyline,home,-110
2017_2017-11-12_browns_at_lions,Browns,Lions,testbook,moneyline,home,-110
2017_2017-11-12_chargers_at_jaguars,Chargers,Jaguars,testbook,moneyline,home,-110
2017_2017-11-12_cowboys_at_falcons,Cowboys,Falcons,testbook,moneyline,home,-110
2017_2017-11-12_giants_at_49ers,Giants,49ers,testbook,moneyline,home,-110
2017_2017-11-12_jets_at_buccaneers,Jets,Buccaneers,testbook,moneyline,home,-110
2017_2017-11-12_packers_at_bears,Packers,Bears,testbook,moneyline,home,-110
2017_2017-11-12_patriots_at_broncos,Patriots,Broncos,testbook,moneyline,home,-110
2017_2017-11-12_saints_at_bills,Saints,Bills,testbook,moneyline,home,-110
2017_2017-11-12_steelers_at_colts,Steelers,Colts,testbook,moneyline,home,-110
2017_2017-11-12_texans_at_rams,Texans,Rams,testbook,moneyline,home,-110
2017_2017-11-12_vikings_at_redskins,Vikings,,testbook,moneyline,home,-110
2017_2017-11-13_dolphins_at_panthers,Dolphins,Panthers,testbook,moneyline,home,-110
2017_2017-11-16_titans_at_steelers,Titans,Steelers,testbook,moneyline,home,-110
2017_2017-11-19_bengals_at_broncos,Bengals,Broncos,testbook,moneyline,home,-110
2017_2017-11-19_bills_at_chargers,Bills,Chargers,testbook,moneyline,home,-110
2017_2017-11-19_buccaneers_at_dolphins,Buccaneers,Dolphins,testbook,moneyline,home,-110
2017_2017-11-19_cardinals_at_texans,Cardinals,Texans,testbook,moneyline,home,-110
2017_2017-11-19_chiefs_at_giants,Chiefs,Giants,testbook,moneyline,home,-110
2017_2017-11-19_eagles_at_cowboys,Eagles,Cowboys,testbook,moneyline,home,-110
2017_2017-11-19_jaguars_at_browns,Jaguars,Browns,testbook,moneyline,home,-110
2017_2017-11-19_lions_at_bears,Lions,Bears,testbook,moneyline,home,-110
2017_2017-11-19_patriots_at_raiders,Patriots,Raiders,testbook,moneyline,home,-110
2017_2017-11-19_rams_at_vikings,Rams,Vikings,testbook,moneyline,home,-110
2017_2017-11-19_ravens_at_packers,Ravens,Packers,testbook,moneyline,home,-110
2017_2017-11-19_redskins_at_saints,,Saints,testbook,moneyline,home,-110
2017_2017-11-20_falcons_at_seahawks,Falcons,Seahawks,testbook,moneyline,home,-110
2017_2017-11-23_chargers_at_cowboys,Chargers,Cowboys,testbook,moneyline,home,-110
2017_2017-11-23_giants_at_redskins,Giants,,testbook,moneyline,home,-110
2017_2017-11-23_vikings_at_lions,Vikings,Lions,testbook,moneyline,home,-110
2017_2017-11-26_bears_at_eagles,Bears,Eagles,testbook,moneyline,home,-110
2017_2017-11-26_bills_at_chiefs,Bills,Chiefs,testbook,moneyline,home,-110
2017_2017-11-26_broncos_at_raiders,Broncos,Raiders,testbook,moneyline,home,-110
2017_2017-11-26_browns_at_bengals,Browns,Bengals,testbook,moneyline,home,-110
2017_2017-11-26_buccaneers_at_falcons,Buccaneers,Falcons,testbook,moneyline,home,-110
2017_2017-11-26_dolphins_at_patriots,Dolphins,Patriots,testbook,moneyline,home,-110
2017_2017-11-26_jaguars_at_cardinals,Jaguars,Cardinals,testbook,moneyline,home,-110
2017_2017-11-26_packers_at_steelers,Packers,Steelers,testbook,moneyline,home,-110
2017_2017-11-26_panthers_at_jets,Panthers,Jets,testbook,moneyline,home,-110
2017_2017-11-26_saints_at_rams,Saints,Rams,testbook,moneyline,home,-110
2017_2017-11-26_seahawks_at_49ers,Seahawks,49ers,testbook,moneyline,home,-110
2017_2017-11-26_titans_at_colts,Titans,Colts,testbook,moneyline,home,-110
2017_2017-11-27_texans_at_ravens,Texans,Ravens,testbook,moneyline,home,-110
2017_2017-11-30_redskins_at_cowboys,,Cowboys,testbook,moneyline,home,-110
2017_2017-12-03_49ers_at_bears,49ers,Bears,testbook,moneyline,home,-110
2017_2017-12-03_broncos_at_dolphins,Broncos,Dolphins,testbook,moneyline,home,-110
2017_2017-12-03_browns_at_chargers,Browns,Chargers,testbook,moneyline,home,-110
2017_2017-12-03_buccaneers_at_packers,Buccaneers,Packers,testbook,moneyline,home,-110
2017_2017-12-03_chiefs_at_jets,Chiefs,Jets,testbook,moneyline,home,-110
2017_2017-12-03_colts_at_jaguars,Colts,Jaguars,testbook,moneyline,home,-110
2017_2017-12-03_eagles_at_seahawks,Eagles,Seahawks,testbook,moneyline,home,-110
2017_2017-12-03_giants_at_raiders,Giants,Raiders,testbook,moneyline,home,-110
2017_2017-12-03_lions_at_ravens,Lions,Ravens,testbook,moneyline,home,-110
2017_2017-12-03_panthers_at_saints,Panthers,Saints,testbook,moneyline,home,-110
2017_2017-12-03_patriots_at_bills,Patriots,Bills,testbook,moneyline,home,-110
2017_2017-12-03_rams_at_cardinals,Rams,Cardinals,testbook,moneyline,home,-110
2017_2017-12-03_texans_at_titans,Texans,Titans,testbook,moneyline,home,-110
2017_2017-12-03_vikings_at_falcons,Vikings,Falcons,testbook,moneyline,home,-110
2017_2017-12-04_steelers_at_bengals,Steelers,Bengals,testbook,moneyline,home,-110
2017_2017-12-07_saints_at_falcons,Saints,Falcons,testbook,moneyline,home,-110
2017_2017-12-10_49ers_at_texans,49ers,Texans,testbook,moneyline,home,-110
2017_2017-12-10_bears_at_bengals,Bears,Bengals,testbook,moneyline,home,-110
2017_2017-12-10_colts_at_bills,Colts,Bills,testbook,moneyline,home,-110
2017_2017-12-10_cowboys_at_giants,Cowboys,Giants,testbook,moneyline,home,-110
2017_2017-12-10_eagles_at_rams,Eagles,Rams,testbook,moneyline,home,-110
2017_2017-12-10_jets_at_broncos,Jets,Broncos,testbook,moneyline,home,-110
2017_2017-12-10_lions_at_buccaneers,Lions,Buccaneers,testbook,moneyline,home,-110
2017_2017-12-10_packers_at_browns,Packers,Browns,testbook,moneyline,home,-110
2017_2017-12-10_raiders_at_chiefs,Raiders,Chiefs,testbook,moneyline,home,-110
2017_2017-12-10_ravens_at_steelers,Ravens,Steelers,testbook,moneyline,home,-110
2017_2017-12-10_redskins_at_chargers,,Chargers,testbook,moneyline,home,-110
2017_2017-12-10_seahawks_at_jaguars,Seahawks,Jaguars,testbook,moneyline,home,-110
2017_2017-12-10_titans_at_cardinals,Titans,Cardinals,testbook,moneyline,home,-110
2017_2017-12-10_vikings_at_panthers,Vikings,Panthers,testbook,moneyline,home,-110
2017_2017-12-11_patriots_at_dolphins,Patriots,Dolphins,testbook,moneyline,home,-110
2017_2017-12-14_broncos_at_colts,Broncos,Colts,testbook,moneyline,home,-110
2017_2017-12-16_bears_at_lions,Bears,Lions,testbook,moneyline,home,-110
2017_2017-12-16_chargers_at_chiefs,Chargers,Chiefs,testbook,moneyline,home,-110
2017_2017-12-17_bengals_at_vikings,Bengals,Vikings,testbook,moneyline,home,-110
2017_2017-12-17_cardinals_at_redskins,Cardinals,,testbook,moneyline,home,-110
2017_2017-12-17_cowboys_at_raiders,Cowboys,Raiders,testbook,moneyline,home,-110
2017_2017-12-17_dolphins_at_bills,Dolphins,Bills,testbook,moneyline,home,-110
2017_2017-12-17_eagles_at_giants,Eagles,Giants,testbook,moneyline,home,-110
2017_2017-12-17_jets_at_saints,Jets,Saints,testbook,moneyline,home,-110
2017_2017-12-17_packers_at_panthers,Packers,Panthers,testbook,moneyline,home,-110
2017_2017-12-17_patriots_at_steelers,Patriots,Steelers,testbook,moneyline,home,-110
2017_2017-12-17_rams_at_seahawks,Rams,Seahawks,testbook,moneyline,home,-110
2017_2017-12-17_ravens_at_browns,Ravens,Browns,testbook,moneyline,home,-110
2017_2017-12-17_texans_at_jaguars,Texans,Jaguars,testbook,moneyline,home,-110
2017_2017-12-17_titans_at_49ers,Titans,49ers,testbook,moneyline,home,-110
2017_2017-12-18_falcons_at_buccaneers,Falcons,Buccaneers,testbook,moneyline,home,-110
2017_2017-12-23_colts_at_ravens,Colts,Ravens,testbook,moneyline,home,-110
2017_2017-12-23_vikings_at_packers,Vikings,Packers,testbook,moneyline,home,-110
2017_2017-12-24_bills_at_patriots,Bills,Patriots,testbook,moneyline,home,-110
2017_2017-12-24_broncos_at_redskins,Broncos,,testbook,moneyline,home,-110
2017_2017-12-24_browns_at_bears,Browns,Bears,testbook,moneyline,home,-110
2017_2017-12-24_buccaneers_at_panthers,Buccaneers,Panthers,testbook,moneyline,home,-110
2017_2017-12-24_chargers_at_jets,Chargers,Jets,testbook,moneyline,home,-110
2017_2017-12-24_dolphins_at_chiefs,Dolphins,Chiefs,testbook,moneyline,home,-110
2017_2017-12-24_falcons_at_saints,Falcons,Saints,testbook,moneyline,home,-110
2017_2017-12-24_giants_at_cardinals,Giants,Cardinals,testbook,moneyline,home,-110
2017_2017-12-24_jaguars_at_49ers,Jaguars,49ers,testbook,moneyline,home,-110
2017_2017-12-24_lions_at_bengals,Lions,Bengals,testbook,moneyline,home,-110
2017_2017-12-24_rams_at_titans,Rams,Titans,testbook,moneyline,home,-110
2017_2017-12-24_seahawks_at_cowboys,Seahawks,Cowboys,testbook,moneyline,home,-110
2017_2017-12-25_raiders_at_eagles,Raiders,Eagles,testbook,moneyline,home,-110
2017_2017-12-25_steelers_at_texans,Steelers,Texans,testbook,moneyline,home,-110
2017_2017-12-31_49ers_at_rams,49ers,Rams,testbook,moneyline,home,-110
2017_2017-12-31_bears_at_vikings,Bears,Vikings,testbook,moneyline,home,-110
2017_2017-12-31_bengals_at_ravens,Bengals,Ravens,testbook,moneyline,home,-110
2017_2017-12-31_bills_at_dolphins,Bills,Dolphins,testbook,moneyline,home,-110
2017_2017-12-31_browns_at_steelers,Browns,Steelers,testbook,moneyline,home,-110
2017_2017-12-31_cardinals_at_seahawks,Cardinals,Seahawks,testbook,moneyline,home,-110
2017_2017-12-31_chiefs_at_broncos,Chiefs,Broncos,testbook,moneyline,home,-110
2017_2017-12-31_cowboys_at_eagles,Cowboys,Eagles,testbook,moneyline,home,-110
2017_2017-12-31_jaguars_at_titans,Jaguars,Titans,testbook,moneyline,home,-110
2017_2017-12-31_jets_at_patriots,Jets,Patriots,testbook,moneyline,home,-110
2017_2017-12-31_packers_at_lions,Packers,Lions,testbook,moneyline,home,-110
2017_2017-12-31_panthers_at_falcons,Panthers,Falcons,testbook,moneyline,home,-110
2017_2017-12-31_raiders_at_chargers,Raiders,Chargers,testbook,moneyline,home,-110
2017_2017-12-31_redskins_at_giants,,Giants,testbook,moneyline,home,-110
2017_2017-12-31_saints_at_buccaneers,Saints,Buccaneers,testbook,moneyline,home,-110
2017_2017-12-31_texans_at_colts,Texans,Colts,testbook,moneyline,home,-110
2017_2018-01-06_falcons_at_rams,Falcons,Rams,testbook,moneyline,home,-110
2017_2018-01-06_titans_at_chiefs,Titans,Chiefs,testbook,moneyline,home,-110
2017_2018-01-07_bills_at_jaguars,Bills,Jaguars,testbook,moneyline,home,-110
2017_2018-01-07_panthers_at_saints,Panthers,Saints,testbook,moneyline,home,-110
2017_2018-02-04_eagles_at_patriots,Eagles,Patriots,testbook,moneyline,home,-110
2017_2018-01-13_falcons_at_eagles,Falcons,Eagles,testbook,moneyline,home,-110
2017_2018-01-13_titans_at_patriots,Titans,Patriots,testbook,moneyline,home,-110
2017_2018-01-14_jaguars_at_steelers,Jaguars,Steelers,testbook,moneyline,home,-110
2017_2018-01-14_saints_at_vikings,Saints,Vikings,testbook,moneyline,home,-110
2017_2018-01-21_jaguars_at_patriots,Jaguars,Patriots,testbook,moneyline,home,-110
2017_2018-01-21_vikings_at_eagles,Vikings,Eagles,testbook,moneyline,home,-110
2018_2018-09-06_falcons_at_eagles,Falcons,Eagles,testbook,moneyline,home,-110
2018_2018-09-09_49ers_at_vikings,49ers,Vikings,testbook,moneyline,home,-110
2018_2018-09-09_bears_at_packers,Bears,Packers,testbook,moneyline,home,-110
2018_2018-09-09_bengals_at_colts,Bengals,Colts,testbook,moneyline,home,-110
2018_2018-09-09_bills_at_ravens,Bills,Ravens,testbook,moneyline,home,-110
2018_2018-09-09_buccaneers_at_saints,Buccaneers,Saints,testbook,moneyline,home,-110
2018_2018-09-09_chiefs_at_chargers,Chiefs,Chargers,testbook,moneyline,home,-110
2018_2018-09-09_cowboys_at_panthers,Cowboys,Panthers,testbook,moneyline,home,-110
2018_2018-09-09_jaguars_at_giants,Jaguars,Giants,testbook,moneyline,home,-110
2018_2018-09-09_redskins_at_cardinals,,Cardinals,testbook,moneyline,home,-110
2018_2018-09-09_seahawks_at_broncos,Seahawks,Broncos,testbook,moneyline,home,-110
2018_2018-09-09_steelers_at_browns,Steelers,Browns,testbook,moneyline,home,-110
2018_2018-09-09_texans_at_patriots,Texans,Patriots,testbook,moneyline,home,-110
2018_2018-09-09_titans_at_dolphins,Titans,Dolphins,testbook,moneyline,home,-110
2018_2018-09-10_jets_at_lions,Jets,Lions,testbook,moneyline,home,-110
2018_2018-09-10_rams_at_raiders,Rams,Raiders,testbook,moneyline,home,-110
2018_2018-09-13_ravens_at_bengals,Ravens,Bengals,testbook,moneyline,home,-110
2018_2018-09-16_browns_at_saints,Browns,Saints,testbook,moneyline,home,-110
2018_2018-09-16_cardinals_at_rams,Cardinals,Rams,testbook,moneyline,home,-110
2018_2018-09-16_chargers_at_bills,Chargers,Bills,testbook,moneyline,home,-110
2018_2018-09-16_chiefs_at_steelers,Chiefs,Steelers,testbook,moneyline,home,-110
2018_2018-09-16_colts_at_redskins,Colts,,testbook,moneyline,home,-110
2018_2018-09-16_dolphins_at_jets,Dolphins,Jets,testbook,moneyline,home,-110
2018_2018-09-16_eagles_at_buccaneers,Eagles,Buccaneers,testbook,moneyline,home,-110
2018_2018-09-16_giants_at_cowboys,Giants,Cowboys,testbook,moneyline,home,-110
2018_2018-09-16_lions_at_49ers,Lions,49ers,testbook,moneyline,home,-110
2018_2018-09-16_panthers_at_falcons,Panthers,Falcons,testbook,moneyline,home,-110
2018_2018-09-16_patriots_at_jaguars,Patriots,Jaguars,testbook,moneyline,home,-110
2018_2018-09-16_raiders_at_broncos,Raiders,Broncos,testbook,moneyline,home,-110
2018_2018-09-16_texans_at_titans,Texans,Titans,testbook,moneyline,home,-110
2018_2018-09-16_vikings_at_packers,Vikings,Packers,testbook,moneyline,home,-110
2018_2018-09-17_seahawks_at_bears,Seahawks,Bears,testbook,moneyline,home,-110
2018_2018-09-20_jets_at_browns,Jets,Browns,testbook,moneyline,home,-110
2018_2018-09-23_49ers_at_chiefs,49ers,Chiefs,testbook,moneyline,home,-110
2018_2018-09-23_bears_at_cardinals,Bears,Cardinals,testbook,moneyline,home,-110
2018_2018-09-23_bengals_at_panthers,Bengals,Panthers,testbook,moneyline,home,-110
2018_2018-09-23_bills_at_vikings,Bills,Vikings,testbook,moneyline,home,-110
2018_2018-09-23_broncos_at_ravens,Broncos,Ravens,testbook,moneyline,home,-110
2018_2018-09-23_chargers_at_rams,Chargers,Rams,testbook,moneyline,home,-110
2018_2018-09-23_colts_at_eagles,Colts,Eagles,testbook,moneyline,home,-110
2018_2018-09-23_cowboys_at_seahawks,Cowboys,Seahawks,testbook,moneyline,home,-110
2018_2018-09-23_giants_at_texans,Giants,Texans,testbook,moneyline,home,-110
2018_2018-09-23_packers_at_redskins,Packers,,testbook,moneyline,home,-110
2018_2018-09-23_patriots_at_lions,Patriots,Lions,testbook,moneyline,home,-110
2018_2018-09-23_raiders_at_dolphins,Raiders,Dolphins,testbook,moneyline,home,-110
2018_2018-09-23_saints_at_falcons,Saints,Falcons,testbook,moneyline,home,-110
2018_2018-09-23_titans_at_jaguars,Titans,Jaguars,testbook,moneyline,home,-110
2018_2018-09-24_steelers_at_buccaneers,Steelers,Buccaneers,testbook,moneyline,home,-110
2018_2018-09-27_vikings_at_rams,Vikings,Rams,testbook,moneyline,home,-110
2018_2018-09-30_49ers_at_chargers,49ers,Chargers,testbook,moneyline,home,-110
2018_2018-09-30_bengals_at_falcons,Bengals,Falcons,testbook,moneyline,home,-110
2018_2018-09-30_bills_at_packers,Bills,Packers,testbook,moneyline,home,-110
2018_2018-09-30_browns_at_raiders,Browns,Raiders,testbook,moneyline,home,-110
2018_2018-09-30_buccaneers_at_bears,Buccaneers,Bears,testbook,moneyline,home,-110
2018_2018-09-30_dolphins_at_patriots,Dolphins,Patriots,testbook,moneyline,home,-110
2018_2018-09-30_eagles_at_titans,Eagles,Titans,testbook,moneyline,home,-110
2018_2018-09-30_jets_at_jaguars,Jets,Jaguars,testbook,moneyline,home,-110
